Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2018,645456,514011,HIGHLAND-CLARKSBURG HOSPITAL,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,,,NA,PH,1,4,10/1/2017,9/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,645801,453314,TX SCOTTISH RITE HOSPITAL FOR CHILDR,2222 WELBORN STREET,DALLAS,TX,75219,,,NA,CH,1,1,10/1/2017,9/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,646238,364058,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,BROWN,17140,U,PH,4,4,10/2/2017,12/31/2017,126.27,,,447,,3036,72,6552,,36,,312,72,,447,,3036,72,6552,,36,,312,,,,,1757626,2020759,83249,3522825,6690200,,6690200,,,,,,,81254,,,1945585,-737762,72478,358952,,1735533,,,,4773613,,1677415,,,6215157,,,1266670,9217360,4050746,253482,,5753,731047,,18039493,,4977,,,4977,18044470,-8827110,-8827110,9217360,,,,,,,,,6690200,83500,6773700,5082451,1691249,3778385,-2087136,4636,-2082500,,-2082500,,,,,
2018,646253,54154,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BLVD,SANN JOSE,CA,95138-1858,,41940,U,PH,4,4,1/1/2018,12/31/2018,153.3,,,6763,2872,26907,80,29200,,563,347,2767,80,,6763,2872,26907,80,29200,,563,347,2767,,,,,11802231,18051397,1403499,21238602,67271000,,67271000,,,,,,,-23449,,,7121500,,62168,116649,,7289325,,431059,29049438,,681086,788021,165119,,27375518,,2111892,2111892,36776735,1300653,655770,-11606,,,394911,2339728,11504912,,,14758222,26263134,28602862,8173873,8173873,36776735,,,,,,,,,67294025,,67294025,28469559,38824466,29853628,8970838,1974,8972812,,8972812,,,,,
2018,646406,414003,EMMA P. BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,RI,2915,,,NA,PH,4,5,10/1/2017,9/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,646477,341317,LIFEBRITE HOSPITAL GROUP OF STOKES C,1570 NC 8 & 89 HWY N,DANBURY,NC,27016,STOKES,49180,U,CAH,1,4,10/1/2017,9/30/2018,110.55,,,849,62,2516,25,9125,,84,21,233,65,,313,62,877,25,9125,,84,21,233,,141801,60126,510492,6885721,20185481,208095,12799349,9128209,20480722,29608931,,,,,,,82679,,,99423852,-87747317,447424,56059,7349,12270046,,,,,,,1037591,,674793,,,,12944839,237935,31076,-20215,,,3434768,5136049,,913478,,,913478,6049527,6895312,6895312,12944839,,,,,,,,,9162152,109123826,118285978,98749947,19536031,27071202,-7535171,-242717,-7777888,,-7777888,0.43228,724191,2839342,13089,42573
2018,646859,222047,WHITTIER HOSPITAL-BRADFORD,145 WARD HILL AVENUE,BRADFORD,MA,1835,ESSEX,15764,U,LTCH,2,4,10/1/2017,9/30/2018,219.73,,,11807,297,17063,60,21900,,599,14,822,60,,11807,297,17063,60,21900,,599,14,822,,,-2837,-2837,16616194,12703764,2027163,27977829,63677320,11733140,75410460,,,16616194,532639,,,6245837,,,5522299,-175000,,155280,102615,5672673,,,,1139283,57905,1839143,,,1576948,,,,7249621,602370,2783361,,,,1975,3298087,,,,,,3298087,3951534,3951534,7249621,,,,,,,,,63342790,11948566,75291356,46215861,29075495,29818781,-743286,1266257,522971,461,522510,0.371007,,,,
2018,647566,282003,MADONNA REHABILITATION SYSTEMS,17500 BURKE STREET,OMAHA,NE,68118-2244,DOUGLAS,36540,U,LTCH,2,1,3/1/2018,6/30/2018,78.41,,,2722,,3744,48,5856,,96,,143,48,,2722,,3744,48,5856,,96,,143,,,,,2388508,6822218,1511792,9200591,20118998,,20118998,,,,,,,511283,,,3995159,-110000,17719,,,4597332,,,,,,,,,,,,,4597332,11173900,15000,,,,,11188900,,,,,,11188900,-6591568,-6591568,4597332,,,,,,,,,20209095,,20209095,11687637,8521458,9210726,-689268,10446,-678822,-1,-678821,,,,,
2018,647602,14015,BEACON CHILDRENS HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,,,NA,PH,4,4,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,647686,400010,CASTANER HOSPITAL,1003,CASTANER,PR,631,,,NA,STH,1,2,10/1/2017,9/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,647699,24001,FRONTLINE HOSPITAL LLC,2530 DE BARR ROAD,ANCHORAGE,AK,99508,,,NA,PH,1,2,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,647747,222007,HEBREW REHABILITATION CENTER,1200 CENTRE STREET,ROSLINDALE,MA,2127,SUFFOLK,14454,U,LTCH,2,2,10/1/2017,9/30/2018,1073.47,,,3354,175684,218924,667,243455,,68,164,333,717,,3354,175684,218924,667,243455,,68,164,333,,,,,70586562,56557701,3531182,111210723,165236645,4401539,169638184,,,,,,,4913219,,,16693845,,,1941565,594743,24143372,207362,883069,6420177,38929965,18783702,22546256,,,21591515,6718931,741742,7460673,53195560,14411379,,,1039874,,2932737,18383990,,3807075,,118923358,122730433,141114423,-87918863,-87918863,53195560,,,,,,,,,191419250,4683085,196102335,77343928,118758407,127109126,-8350719,3429159,-4921560,,-4921560,,,,,
2018,647748,222048,WHITTIER HOSPITAL-WESTBOROUGH,150 FLANDERS ROAD,WESTBOROUGH,MA,1581,WORCESTER,49340,U,LTCH,2,4,10/1/2017,9/30/2018,212.06,,,10798,556,16988,88,32120,,579,30,953,88,,10798,556,16988,88,32120,,579,30,953,,,,,13861687,10454546,1220696,23472355,58798808,6061325,64860133,,,13861687,204201,,,,1883325,,3637948,-70000,,302392,135258,12573128,,,,2778730,,2928540,,,2153134,,,,14726262,446684,1234222,,,,-11506,1523202,,,,,,1523202,13203060,13203060,14726262,,,,,,,,,58652305,6198699,64851004,39884851,24966153,24856744,109409,1265149,1374558,104772,1269786,,,,,
2018,648000,174022,OSAWATOMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS,66064,MIAMI,28140,U,PH,4,10,12/15/2017,6/30/2018,389.15,,,1513,225,50201,52,18980,,104,24,1020,52,,1513,225,15165,52,18980,,104,24,1020,,,,,21470241,19839489,867900,40609039,37910459,210,37910669,,,,,,,,114519,,,,,,,114519,,1358847,31379632,,,2542467,,,10004163,81922,,81922,10200604,,1072683,,,,,1072683,,,,,,1072683,9127921,9127921,10200604,,,,,,,,,37910458,210,37910668,35911139,1999529,41309730,-39310201,39310200,-1,,-1,,,,,
2018,648370,511309,WAR MEMORIAL HOSPITAL,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411-,MORGAN,99951,R,CAH,1,2,1/1/2018,12/31/2018,140.4,,,2195,1,3155,25,9125,,219,1,336,41,,795,1,1196,25,9125,,219,1,336,391289,1037192,928388,928388,10204069,14993784,2147323,22821372,9993544,32221796,42215340,,,,,,,2408920,,,5848286,-3177478,478210,70138,137214,6637380,1856859,415760,30987032,494723,2163641,8116250,,,32072947,489847,237694,727541,39437868,3097667,,,,,,3100052,,,,,,3100052,36044899,36337816,39437868,,,,,,,,,10000148,38340643,48340791,24162777,24178014,25197853,-1019839,672515,-347324,,-347324,0.540594,3875508,6870134,,
2018,648777,452106,POST ACUTE MEDICAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRANFELS,TX,78130,COMAL,41700,U,LTCH,2,5,10/1/2017,9/30/2018,99.7,,,7947,,9972,40,14600,,661,,756,40,,7947,,9972,40,14600,,661,,756,,,,,5634212,8806902,122832,13971005,65848186,,65848186,,,,,,,-16253,,,2370971,-261215,154888,-805646,135661,1578406,,,,159141,,1464042,,,649858,,3555531,3555531,5783795,950876,500302,43676,,,,1494854,,,,3552220,3552220,5047074,736721,736721,5783795,,,,,,,,,65848185,,65848185,51585916,14262269,14441114,-178845,17958,-160887,,-160887,,,,,
2018,648941,244016,PRAIRIECARE,9400 ZANE AVE N,BROOKLYN PARK,MN,55443,,,NA,PH,4,3,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,649794,263304,SHRINERS HOSPITAL FOR CHILDREN,4400 CLAYTON AVE,ST LOUIS,MO,63110-1624,,,NA,CH,7,2,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,650328,331318,CARTHAGE AREA HOSPITAL,1001 WEST STREET,CARTHAGE,NY,13609,JEFFERSON,48060,R,CAH,9,2,1/1/2018,12/31/2018,406,,,2347,100,5073,25,9125,,294,65,917,25,,951,56,2443,25,9125,,294,65,917,147471,895699,537171,5859704,27552218,23982974,1352097,43050011,15374368,77127934,92502302,,,,,,,1925149,6835224,,3584407,,1094102,860108,,15254019,343688,1084908,22110729,34781,977705,20837402,,,12762431,,1638338,1638338,29654788,4224033,,,25506,,5741285,14918961,,,,7095417,7095417,22014378,7640410,7640410,29654788,,,,,,,,,16457567,98788383,115245950,65156533,50089417,51535192,-1445775,4894026,3448251,,3448251,0.465394,8519951,30248978,,
2018,650516,363308,SHRINERS HOSPITALS,PO BOX 31356,CINCINNATI,OH,33631,,,NA,CH,7,4,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,650764,354005,RED RIVER BEHAVIORAL HEALTH SYSTEM,1451 44TH AVENUE SOUTH,GRAND FORKS,ND,58208-4354,GRAND FORKS,24220,U,PH,4,5,1/1/2018,12/31/2018,106.8,,,2615,2922,15277,70,25550,,198,325,1623,70,,2615,2922,15277,70,25550,,198,325,1623,,,,,5650581,8107453,1450006,16484690,54263166,,54263166,,,,,,,1000,,,2149708,-805121,,10470,,1356057,,,,451094,51303,188259,,,605771,,6475716,6475716,8437544,6135771,462528,,,,,6598299,,,,,,6598299,1839245,1839245,8437544,,,,,,,,,54263166,,54263166,38262319,16000847,13758034,2242813,479142,2721955,882711,1839244,,,,,
2018,651087,501304,SUMMIT PACIFIC MEDICAL CENTER,600 E MAIN STREET,ELMA,WA,98541,GRAYS HARBOR,99950,R,CAH,1,11,1/1/2018,12/31/2018,143.65,,,1081,30,1378,10,3650,,207,2,303,10,,599,3,851,10,3650,,207,2,303,562977,2601301,1695848,4731318,19082783,19181740,2585402,35921964,7158303,73246138,80404441,,,,,,,16201897,,,19571599,-14051409,338066,209672,,23537905,1652029,364672,20548798,,,7989465,,,17115088,,25436101,25436101,66089094,3124922,1819142,,1398840,,,6342904,,49102806,,,49102806,55445710,10643384,10643384,66089094,,,,,,,,,8028813,61936269,69965082,49800874,20164208,38264523,-18100315,1374981,-16725334,,-16725334,0.446766,9270915,27545482,,
2018,651093,511303,MINNIE HAMILTON HEALTH CARE CENTER,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147-,CALHOUN,99951,R,CAH,1,2,1/1/2018,12/31/2018,155.42,,,971,11,1468,25,9125,,112,4,191,49,,424,11,727,25,9125,,112,4,191,1059156,1218608,2014217,2014217,12376921,9101335,496632,18262679,7385616,15770757,23156373,,,,,,,601823,,,3850348,-1623814,216909,32376,,3513436,,,11357061,,,,,,1550177,,,,5063613,1328548,,771256,92810,,308603,2501217,,1071908,,2536913,3608821,6110038,-1046425,-1046425,5063613,,,,,,,,,7608259,18275712,25883971,7548300,18335671,21478256,-3142585,2628247,-514338,,-514338,0.788668,4180970,4389892,25788,27249
2018,651094,511318,MONTGOMERY GENERAL HOSPITAL,401 6TH AVENUE,MONTGOMERY,WV,25136,FAYETTE,13220,U,CAH,1,2,1/1/2018,12/31/2018,173.98,,,2014,15,3001,25,9125,,107,4,165,69,,338,15,539,25,9125,,107,4,165,31629,2250000,1131927,1776864,10697778,11279117,450221,18917374,11974741,25929222,37903963,,,,,,,57634,,,9266605,-6396707,439610,40411,,3407553,869878,378715,12869357,,9483248,8850113,,,3447203,,,,6854756,1003865,727445,109821,,,100124,1941255,,4429693,,187712,4617405,6558660,296096,296096,6854756,,,,,,,,,11971020,31265432,43236452,21751305,21485147,21976895,-491748,150384,-341364,1777,-343141,0.499087,4680378,11829440,,
2018,651134,363304,CLEVELAND CLINIC CHILDRENS HOSP FOR,2801 MARTIN LUTHER KING JR DR,CLEVELAND,OH,44104,,,NA,CH,5,5,1/1/2018,12/31/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,651204,111323,TATTNALL HOSPITAL COMPANY  LLC,ROUTE 1 BOX 121,REIDSVILLE,GA,30453,TATTNALL,99911,R,CAH,1,4,1/1/2018,12/31/2018,184.07,,,989,72,2649,25,9125,,424,39,1341,25,,842,72,2396,25,9125,,424,39,1341,44922,3467384,906843,1363266,12371787,38172482,1419009,49331762,225260577,222689330,447949907,,,,,,,7474047,,,74029440,-59570316,2072599,279725,,24655809,,,,,,24709550,,,19626403,,194511850,194511850,238794062,3005285,2421161,,626070,,2615716,8668232,,2569557,,,2569557,11237789,227556273,227556273,238794062,,,,,,,,,225260577,223072481,448333058,355751121,92581937,50544271,42037666,648183,42685849,,42685849,0.110128,2727647,29969561,1580,13488
2018,651205,111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30349-0597,CANDLER,99911,R,CAH,1,9,1/1/2018,12/31/2018,169.25,,,1557,95,2838,25,9125,,153,34,275,25,,420,80,929,19,6935,,153,34,275,451005,5854508,1963743,1968030,7082590,7536312,366762,12990604,8990991,42011732,51002723,,,,,,,560675,,,8308976,-6368363,297695,-73025,,3033279,168940,148884,7006632,,6548451,3313918,,,2729277,,23340,23340,5785896,6210837,494952,,1892114,,320169,8918072,,2486320,,,2486320,11404392,-5618496,-5618496,5785896,,,,,,,,,9152477,43466051,52618528,33824201,18794327,14618902,4175425,2143551,6318976,5854508,464468,0.254704,1249436,5945946,11951,63754
