Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2021,705263,30146,HONORHEALTH SONORAN CROSSING MED CTR,33400 NORTH 32ND AVENUE,PHOENIX,AZ,85085,MARICOPA,38060,U,STH,1,2,10/29/2020,12/31/2020,66.44,,,173,179,899,70,4480,,60,60,287,70,,155,126,779,64,4096,,60,60,287,,,,3463601,6071578,9600875,2493692,20878386,16554380,37334618,53888998,879547,,6071578,3014,,,,,,4657562,,2420242,,,7077804,,3727585,117523580,,,25204568,,,143132151,,,,150209955,3330274,,,,,3173832,156930958,,,,,,156930958,-6721003,-6721003,150209955,,546910,,,8696,0.0636,,,16554380,37334618,53888998,49108240,4780758,15672453,-10891695,3982692,-6909003,,-6909003,0.387433,137949,9295929,,
2021,705524,520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54221,MANITOWOC,99952,R,STH,1,2,1/1/2021,6/30/2021,611.43,,,1034,166,3337,58,10498,,267,30,992,58,,806,128,2201,48,8688,,267,30,992,70386,1634098,718016,5036628,27397404,35140986,122652,53319422,31713032,100925798,132638830,5145872,,27397404,1172394,,,11573984,,1533833,47680522,-38657390,2290643,3325438,2384235,30131265,7263131,976559,4391506,,,8525335,,,20311386,16222060,,16222060,66664711,5917522,6208325,,,,1501761,13627608,,9310412,,,9310412,22938020,43726691,43726691,66664711,,2502786,,,36916,0.059,3165861,,30358950,141081125,171440075,1214439963,-1042999888,62538390,-1105538278,2152804,-1103385474,,-1103385474,0.40199,1753069,15104026,,
2021,705766,340050,S.E. REGL MEDICAL CENTER,300 W. 27TH STREET,LUMBERTON,NC,28358-3075,ROBESON,99934,R,STH,1,2,10/1/2020,6/30/2021,1384.69,70.6,,12567,9165,46949,258,70434,,2248,2544,9202,373,,11424,6559,40379,233,63609,,2248,2544,9202,11617220,20623823,17642802,17649847,84153442,127116017,15289155,185711266,324210647,326019510,650230157,17412337,,84153442,5214521,258714,767056,46866232,,,157069137,-108292603,6344521,2713185,,44804533,4653316,4072293,217353408,,43847683,221804606,,,197666617,82949436,800,82950236,325421386,11652031,16069963,5924777,6248253,17145240,-375239,-75188518,,36978956,,78725607,115704563,40516045,284905341,284905341,325421386,,,18349157,,1200952,0.2618,14474602,2800705,325162534,326831348,651993882,453904677,198089205,211269459,-13180254,47530719,34350465,,34350465,0.285609,21741743,119855310,3141,35663
2021,705860,271324,PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,PONDERA,99927,R,CAH,1,2,1/1/2021,5/31/2021,84.73,,,185,7,298,20,3020,,5,1,11,79,,11,7,34,20,3020,,5,1,11,18299,193244,181959,181959,3110001,3348748,180998,6144901,1911413,5247561,7158974,,,,,,,557533,9062903,,2424209,-752240,198124,122270,,12169328,27854,230799,5304046,,2513533,6481189,,,1871631,549659,14754,564413,14605372,294823,839600,34649,122774,4272191,57850,7249779,,12127,,,12127,7261906,7343466,7343466,14605372,,,,,,,,,1905605,5400850,7306455,1558950,5747505,6458749,-711244,2196076,1484832,,1484832,0.858349,787290,1109099,19701,22874
2021,706877,413025,REHAB HOSP OF RI,116 EDDIE DOWLING HIGHWAY,NORTH SMITHFIELD,RI,2896,PROVIDENCE,39300,U,RH,5,2,1/1/2021,3/31/2021,9.17,,,344,,877,82,7380,,28,,66,82,,344,,877,82,7380,,28,,66,,,,,794084,845567,159910,1598691,3876235,,3876235,,,,,,,605519,,,15419734,-14115005,20602,119260,,2050156,,,5538615,495566,,452243,,,2089821,,93805,93805,4233782,34067,272525,226272,616682,570000,1519220,3238766,,,,1738960,1738960,4977726,-743944,-743944,4233782,,,,,,,,,3876235,,3876235,2952897,923338,1639651,-716313,601663,-114650,,-114650,,,,,
2021,707155,670300,METHODIST MIDLOTHIAN MEDICAL CENTER,1201 E HIGHWAY 287,MIDLOTHIAN,TX,76065,ELLIS,19124,U,STH,1,2,3/24/2021,6/30/2021,264.13,,,217,,727,46,4554,,60,,675,46,,176,,543,38,3762,,60,,675,,,,,6019647,14381208,6454567,16842296,10863574,23362279,34225853,796792,,6019647,,,,5700,,,7503766,,1178335,50643,,8738965,15190304,6902911,116555563,,2158603,12566500,,,145874548,,,,154613513,547673,701016,,,,669502,1918191,,,,165863430,165863430,167781621,-13168108,-13168108,154613513,,,503775,,,,33072,,14357211,29311222,43668433,33934942,9733491,17619982,-7886491,453092,-7433399,-4,-7433395,0.492093,,,,
2021,707180,50136,PETALUMA VALLEY HOSPITAL,400 N. MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,42220,U,STH,1,2,1/1/2021,6/30/2021,109.36,,577,1808,,4522,80,14480,91,388,,1065,80,414,1616,,3711,71,12851,91,388,,1065,1009109,2670832,1478393,2912844,14749970,18260449,2450305,36499859,86871597,137210074,224081671,4121765,,13617111,2660562,,,23746850,,,15079844,-4865501,1319469,96365,,46213223,2681083,358017,59497705,11755618,7619,31704993,,,62432425,413448,366003,779451,109425099,4948002,3744608,,127013,38607,3617589,15334223,,,,5626520,5626520,20960743,88464356,88464356,109425099,,,5319552,,159587,0.12,898100,,86871597,137210074,224081671,184364931,39716740,41537840,-1821100,100236,-1720864,-225,-1720639,0.162886,7056713,67569214,,
2021,707392,490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,ROUTE 2,TAPPAHANNOCK,VA,22560,ESSEX,99949,R,STH,1,2,1/1/2021,6/30/2021,,,,1423,61,3054,67,12127,,343,7,715,67,,1088,53,2336,60,10860,,343,7,715,3796606,2973194,4595381,4595381,3859,29678733,894323,24485853,19486719,73334619,92821338,1,,3859,6391769,,,203074,,,166120524,-153768417,2803698,-3511422,,11847457,3047000,1803147,31927757,,602192,21413906,,,16271653,,39402,39402,28158512,496638,911416,,,,1735481,14450484,,,,,,14450484,13708028,13708028,28158512,,2672263,,,36009,0.0539,,,19486292,73335045,92821337,65106002,27715335,29682592,-1967257,480292,-1486965,,-1486965,0.263796,,,,
2021,707917,50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,GLENDALE,CA,91208,LOS ANGELES,31084,U,STH,1,2,1/1/2021,6/30/2021,662.43,2.8,,4364,696,9937,116,20996,,985,113,2276,158,,3661,696,7467,98,17738,,985,113,2276,762188,1418710,1119828,7602570,38648966,42242185,1882051,89893375,212741850,161960341,374702191,7700999,,38648966,1103760,,,21172406,,,35736453,,4347849,965155,,63192918,797277,822562,63636453,,,46953373,,,30286394,,8762000,8762000,102241312,8037984,4930269,1234147,,15590722,1677825,139583028,,,,11429069,11429069,151012097,-48770785,-48770785,102241312,,,11720554,,658402,0.2247,4515854,,212741850,161960341,374702191,298978828,75723363,80891151,-5167788,1629327,-3538461,,-3538461,0.239906,5031476,47994706,,
2021,707962,141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,99914,R,CAH,1,8,5/1/2021,6/30/2021,309.03,,,112,1,190,25,1525,,39,1,71,25,,82,,152,22,1342,,39,1,71,51457,353911,206197,290548,4352295,5407463,464200,8261532,1622355,16221396,17843751,,,,,,,13075703,,,14626791,-8060327,485931,754888,,21043501,681222,,23857322,,,40481135,63979,,15498818,,2374931,2374931,38917250,901449,1149219,870121,7137229,,4726911,14784929,,,,3782854,3782854,18567783,20349467,20349467,38917250,,,,,,,,,2051869,17747250,19799119,14199611,5599508,9808928,-4209420,5151451,942031,,942031,0.462993,815589,1929480,7280,29988
2021,709803,420026,PROVIDENCE HOSPITAL,2435 FOREST DIVE,COLUMBIA,SC,29204,RICHLAND,17900,U,STH,1,4,10/1/2020,7/31/2021,919.04,,,8863,351,24423,332,100928,,2022,57,4381,332,,6263,276,17326,273,82992,,2022,57,4381,6811948,29268338,12430341,13936155,67669818,124304294,8609399,135050024,352291393,365947513,718238906,9692051,,67669818,9154864,,,154013,,,25168113,,9050055,3199515,,38021316,13019800,,28688327,5325862,200580,19943417,8826062,,55135528,,60218366,60218366,153375210,6582718,5593844,5455325,,,-415791,17216096,254369592,1639140,,,256008732,273224828,-119849618,-119849618,153375210,,,22279666,,,,,,352291392,433805065,786096457,619005984,167090473,188106081,-21015608,6464446,-14551162,,-14551162,0.188029,6332668,47266783,,
2021,709810,454152,CANYON CREEK HOSPITAL,1201 CANYON CREEK DRIVE,TEMPLE,TX,76502,BELL,28660,U,PH,4,4,12/31/2020,5/31/2021,68.4,,,149,,2332,17,2584,,26,,398,17,,149,,2332,17,2584,,26,,398,,,,,1821080,4203201,999335,4157977,4664839,245500,4910339,,,,,,,-32473,,,552095,,59975,8123,,587720,1345890,,,,,1218209,,,1203758,,26521971,26521971,28313449,119962,490398,,11799,,,35090235,,,,,,35090235,-6776786,-6776786,28313449,,,,,,,,,4664839,245500,4910339,3859682,1050657,5679109,-4628452,4729,-4623723,,-4623723,,,,,
2021,709892,101993,DAYSTAR  INC.,3800S FLAMINGO RD,DAVIE,FL,33330-1616,,,NA,RNMHC,6,5,10/1/2020,9/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,710010,100029,NORTH SHORE MEDICAL CENTER AND FMC C,1100 N.W. 95 ST,MIAMI,FL,33150-2098,MIAMI-DADE,33124,U,STH,1,4,6/1/2021,7/31/2021,1240,1.48,,2691,2094,17964,748,45628,,489,216,3796,748,,2189,1280,13255,660,40260,,489,216,3796,3333751,4583659,3871932,10848308,20214782,37855117,1018097,51283233,401257918,208470726,609728644,4422604,,20214782,1765347,,121,700,-403725,281530,255098790,-193399908,5515460,970880,9852417,77916144,10130100,3740766,43897334,4958436,22892652,136894679,,,95360194,,33052394,33052394,206328732,15675992,2982176,4343351,494304,,38297490,61793313,,,,1272671,1272671,63065984,143262748,143262748,206328732,,4929222,,,412576,0.3348,10146024,,403584143,208828501,612412644,553679015,58733629,58069899,663730,1101304,1765034,,1765034,0.084108,7911079,166464075,50578,827492
2021,710053,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS ROAD,CORAL GABLES,FL,33134,MIAMI-DADE,33124,U,STH,1,4,1/1/2021,7/31/2021,441,,,3540,658,14554,245,51940,,627,77,3310,245,,3017,484,12278,229,48548,,627,77,3310,2713521,6026385,3389619,7725088,22188865,43783007,1732301,61614073,370504927,371609898,742114825,6771644,,22188865,534586,,,-12001,,,57728640,-38814666,2170794,551695,4404884,28811536,6490698,430947,75169807,6893406,4553062,42396128,,,59174880,,8893064,8893064,96879480,4475560,575389,1390378,4,,14947065,21388396,,,,4334266,4334266,25722662,71156818,71156818,96879480,,5758355,,,486581,0.338,11934739,,370556675,371639016,742195691,667428499,74767192,65970790,8796402,58080,8854482,,8854482,0.083025,2844199,73520969,11293,269024
2021,710054,100187,PALMETTO GENERAL HOSPITAL,2001 W. 68TH STREET,HIALEAH,FL,33016,MIAMI-DADE,33124,U,STH,1,4,1/1/2021,7/31/2021,1101,91.58,,5404,3117,46458,360,76320,,1092,330,10987,360,,4570,1857,35440,288,61056,,1092,330,10987,8891201,16540749,10742899,24440173,57824200,120456707,3486280,154468021,1146466765,470964974,1617431739,14067025,,57824200,4866602,,891537,1100,,,202186415,-141314946,8376579,1048688,,77219168,5678264,6572039,153821883,276872,31848418,111308054,,,126011254,130466,138439375,138569841,341800263,14637733,1610575,4134486,2127268,,31429889,53939951,,,,32502824,32502824,86442775,255357488,255357488,341800263,,11957777,,,1122237,0.3754,42976171,861952,1150169866,468654463,1618824329,1412647236,206177093,178361067,27816026,1533870,29349896,,29349896,0.095502,14313904,274893567,137924,3157491
2021,710111,520213,FROEDTERT HLTH NEIGHORHOOD HOSP LLC,4805 S MOORLAND ROAD,NEW BERLIN,WI,53151,,33340,U,STH,1,2,12/22/2020,6/30/2021,34.16,,,39,4,319,16,3040,,19,2,123,16,,39,4,319,16,3040,,19,2,123,21369,53758,43919,1130747,2236362,6641782,532693,10057593,2357796,21619344,23977140,628648,,2236362,624294,,,,,,5317280,-2551659,129992,,,2877977,3000968,,11595471,1270955,409092,3351792,,-5965,18412595,,,,21290572,465000,140983,,2500,,,608483,,,,,,608483,20682089,20682089,21290572,,127741,,,,0.0001,,,2291365,21454227,23745592,17329680,6415912,8878144,-2462232,,-2462232,,-2462232,0.419466,144136,2934598,,
2021,710233,100053,HIALEAH HOSPITAL,651 EAST 25TH STREET,HIALEAH,FL,33013,MIAMI-DADE,33124,U,STH,1,4,6/1/2021,7/31/2021,542.4,,,942,631,7202,340,20740,,180,63,1505,340,,831,430,6239,319,19459,,180,63,1505,1239176,4413309,1641238,4017815,7854344,13344670,496438,18613851,159647732,78597733,238245465,1835904,,7854344,47064,,,375,14867,,111871834,-86828089,2298423,415359,3901128,31673897,2585000,1106869,72402003,932333,14382674,46692434,,,58671864,,31921812,31921812,122267573,5989170,1471588,1273739,6,,15225734,23960237,,,,,,23960237,98307336,98307336,122267573,,1603102,,,155782,0.3887,4867015,,160807049,78895482,239702531,216010015,23692516,21200701,2491815,420467,2912282,,2912282,0.078129,1840009,51192921,9992,184052
2021,711344,450272,CHRISTUS SANTA ROSA - SAN MARCOS,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,HAYS,12420,U,STH,1,1,1/1/2021,6/30/2021,342.58,,,1658,92,7293,115,20815,,398,26,1882,115,,1388,28,5400,105,19005,,398,26,1882,2208213,13014942,4580728,4821675,13297671,32145762,831171,50804484,104360043,177300725,281660768,2638772,,13297671,3161371,,,-7852319,,,51450353,-38239629,3061716,234057,,15605143,5068847,,18411986,,530222,6026792,,,26536798,494293,5580555,6074848,48216789,3330841,787621,96910,,,-914305,3301067,,-224993,,3325955,3100962,6402029,41814760,41814760,48216789,,3876328,,,140032,0.1445,,,104360042,177300727,281660769,235280397,46380372,45443433,936939,2878530,3815469,,3815469,0.180375,2222298,24316277,160677,2226606
2021,711490,241364,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,CLOQUET,MN,55720,CARLTON,20260,R,CAH,1,2,10/1/2020,9/30/2021,364.31,,,1848,158,3610,22,8030,,355,28,892,66,,1437,137,2911,18,6570,,355,28,892,528480,1432680,1124989,1931913,35045932,33698971,2786265,49788731,32353291,86491317,118844608,,,,,,,14616254,69578,300000,10199950,,2178077,779855,,29291693,659448,1574474,49992161,,,13132112,,,26035563,532869,3863696,4396565,59723821,1840628,3305029,,1647024,,2348808,9141489,25640472,,,,25640472,34781961,24941860,24941860,59723821,,,,,,,,,31999190,105292988,137292178,74140160,63152018,68744903,-5592885,14267481,8674596,,8674596,0.41894,7646816,20178880,,
