Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2019,698762,131310,ST. LUKES JEROME LTD,709 N. LINCOLN AVE,JEROME,ID,83338-1851,JEROME,46300,R,CAH,1,2,10/1/2018,9/30/2019,110.28,,,956,664,2684,18,6787,,65,115,359,18,,182,216,660,18,6787,,65,115,359,1491659,1755483,2700618,3426344,10585715,9780379,941329,20980576,9237652,20690053,29927705,,,,,,,1112,,,5933254,-3302020,83314,7240,,2789474,279953,250500,5193483,,368630,3597686,,,5761900,,312185,312185,8863559,332083,238019,,,,1655438,10839046,,,,,,10839046,-1975487,-1975487,8863559,,,,,,,,,10101596,22392674,32494270,13744178,18750092,20366094,-1616002,794777,-821225,,-821225,0.701042,3548536,6172422,,
2019,698763,131315,SYRINGA GENERAL HOSPITAL,607 W. MAIN STREET,GRANGEVILLE,ID,83530-,IDAHO,99913,R,CAH,1,11,10/1/2018,9/30/2019,115.18,,,1406,193,1835,15,5475,,260,52,403,15,,697,129,994,15,5475,,260,52,403,609773,805318,1095458,1131103,8631306,7060399,548681,14815638,4350187,18091512,22441699,,,,,,,2451663,,,3511062,-747878,234353,36713,,5924836,394349,433402,8354317,,255626,5213424,,,5150642,,125000,125000,11200478,428352,676149,,,,,1104501,,1260632,,,1260632,2365133,8835345,8835345,11200478,,,,,,,,,4352139,18893107,23245246,8316927,14928319,15691705,-763386,842291,78905,,78905,0.660183,1329496,2087180,,
2019,698788,351316,PRESENTATION MEDICAL CENTER,213 SECOND AVE N.E.,ROLLA,ND,58367-,ROLETTE,99935,R,CAH,1,1,10/1/2018,9/30/2019,77.76,,,798,1090,2690,25,9125,,63,19,103,25,,153,51,251,25,9125,,63,19,103,94784,373539,434243,1001148,5186617,5654470,293865,10145388,1905791,8489418,10395209,,,,,,,520526,,,1662400,-252000,224855,16595,1328109,3878467,76778,19078,2514777,,1795704,3074352,,643423,1405850,969003,56008,1025011,6309328,149724,546941,134489,395309,,,1226463,250961,,,,250961,1477424,4831904,4831904,6309328,,,,,,,,,2057842,9216351,11274193,921894,10352299,10841087,-488788,1097703,608915,5790,603125,0.975968,2118441,2813442,,
2019,698792,392039,SSH - CENTRAL PA,503 NORTH 21ST STREET,CAMPHILL,PA,17011,CUMBERLAND,25420,U,LTCH,2,4,2/1/2019,1/31/2020,231.4,,,14864,,24680,92,33580,,574,,939,92,,14864,,24680,92,33580,,574,,939,,,,,16160156,20523474,1169283,37249258,185661547,251086,185912633,,,16160156,,,,,,,6306640,,,172150,222428,6701218,,,6811663,4404714,,7033688,,,10041850,,140101,13788847,30531915,2549866,1290939,,,,,3791957,,,,8729433,8729433,12521390,18010525,18010525,30531915,,,,,,,,,185909911,,185909911,140172922,45736989,36683628,9053361,44622,9097983,-83813,9181796,,,,,
2019,698793,431325,MOBRIDGE REGIONAL HOSPITAL,140110TH AVE WEST,MOBRIDGE,SD,57601-,WALWORTH,99943,R,CAH,1,2,10/1/2018,9/30/2019,125.26,,,1529,452,2426,25,9125,,208,156,434,25,,556,249,1079,21,7665,,208,156,434,177420,920741,704688,1563605,10617864,11228690,1225831,18993769,5044368,28123476,33167844,,,,,,,9437035,,,3929520,,484959,194664,814987,15136789,95575,830941,15900908,,,16708700,,,9951389,1680154,1585549,3265703,28353881,362156,1052159,,504500,,41501,1960316,4722023,,,542697,5264720,7225036,21128845,21128845,28353881,,,,,,,,,6922170,31613647,38535817,16206521,22329296,21846554,482742,1057827,1540569,,1540569,0.572656,2028447,5119379,,
2019,698852,52047,NORTHERN CALIFORNIA REHAB HOSPITAL,2801 EUREKA WAY,REDDING,CA,96001,SHASTA,39820,U,LTCH,2,4,1/1/2019,12/31/2019,155.49,,,8810,,16124,56,20440,,329,,543,88,,8810,,16124,56,20440,,329,,543,,,,,16415513,20139787,255964,37049300,269934932,5826951,275761883,,,16415513,,,,-96427,,,8096667,-1469752,281560,476675,,7288723,,20885,660947,,62912,3443353,,,1201201,,880000,880000,9369924,2277426,1107330,,,,-215039,3858272,,,,926565,926565,4784837,4585087,4585087,9369924,,,,,,,,,269934933,5826951,275761884,234954376,40807508,36555300,4252208,149988,4402196,,4402196,,,,,
2019,698875,111332,BROOKS COUNTY HOSPITAL,903 N COURT ST,QUITMAN,GA,31643-1315,BROOKS,46660,U,CAH,1,2,10/1/2018,9/30/2019,87.54,,,2286,56,4909,25,9125,,73,18,173,25,,269,56,567,25,9125,,73,18,173,1185799,3025851,2401702,2414725,5234353,5248421,484417,10331216,10283498,15119721,25403219,,,,,,,53764,,,1752100,-850000,101874,,21223,1078961,,,,2052263,,,,,2052263,,11850,11850,3143074,6842,716008,,,,,722850,,,,16447468,16447468,17170318,-14027244,-14027244,3143074,,,,,,,,,10306437,15873828,26180265,16629722,9550543,10482774,-932231,500152,-432079,,-432079,0.406689,835654,3122148,13401,64974
2019,698881,184007,THE BROOK - DUPONT,1405 BROWNS LANE,LOUSIVILLE,KY,40207,JEFFERSON,31140,U,PH,4,4,1/1/2019,12/31/2019,164.2,,,5381,19,20115,68,24820,,416,3,2718,88,,5381,19,20115,68,24820,,416,3,2718,,,,,9274113,9238705,530081,14331683,37950925,6448200,44399125,,,,,,,-61004,,,111587,,21433,14724,,86740,1950000,,10501777,,,1204229,,,9175316,,14655166,14655166,23917222,126935,711729,,,,18740,985043,,,,,,985043,22932179,22932179,23917222,,,,,,,,,39977325,6647350,46624675,26197656,20427019,18512818,1914201,33884,1948085,,1948085,,,,,
2019,698884,194074,SOLUTIONS MEDICAL CONSULTING  LLC,1495 FRAZIER ROAD,RUSTON,LA,71270,LINCOLN,99919,R,PH,4,4,1/1/2019,12/31/2019,40.79,,,906,12,5371,18,6570,,69,1,553,18,,906,12,5371,18,6570,,69,1,553,,,,,1775766,2062007,23415,2518079,12894990,1149626,14044616,,,1652231,,,,309949,,,,,,,,309949,,,383839,,,180228,,,310193,,87872,87872,708014,2576,,-10379,,,,-7803,,,,-86560,-86560,-94363,802377,802377,708014,,,,,,,,,12894990,1149626,14044616,10198328,3846288,3837773,8515,2099,10614,,10614,,,,,
2019,698909,364055,SOJOURN AT SENECA,50 ST. LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,99936,R,PH,4,2,7/1/2019,6/30/2020,,,,4744,53,6042,24,8784,,268,8,383,24,,4744,53,6042,24,8784,,268,8,383,,,,,,5621643,266465,5541552,9102047,,9102047,,,,,,,872152,,,807296,-41000,3864,76655,,1718967,,71815,7018652,,,852030,,,6759045,1319144,255520,1574664,10052676,188851,554027,,99000,34765,,876643,,11389156,,1043590,12432746,13309389,-3256713,-3256713,10052676,,,,,,,,,9118262,,9118262,3674477,5443785,5621643,-177858,468675,290817,,290817,,,,,
2019,698950,144034,STREAMWOOD,1400 EAST IRVING PARK,STREAMWOOD,IL,60107,COOK,16974,U,PH,4,4,7/1/2019,6/30/2020,293.75,,,910,14851,44612,178,65148,,95,696,3988,178,,910,14851,44612,178,65148,,95,696,3988,,,,,17552360,20063507,1492111,26968886,68365918,8198659,76564577,,,,,,,-178816,,,7708603,,106278,57311,,7693376,2240512,,29138189,,,3568458,,,21167613,,61379640,61379640,90240629,853007,3420315,,,,12321,-47434770,,,,,,-47434770,137675399,137675399,90240629,,,,,,,,,68365965,8198612,76564577,27071409,49493168,37913797,11579371,4301707,15881078,,15881078,,,,,
2019,698998,41316,SMC MEDICAL CENTER,LEE & GRANDVIEW STREETS,OSCEOLA,AR,72370,MISSISSIPPI,99904,R,CAH,1,9,1/1/2019,12/31/2019,53.98,,,697,96,1443,25,9125,,104,41,283,25,,341,96,860,25,9125,,104,41,283,19932,2794826,986290,1068799,4119662,6116318,358392,9852350,4676394,23833282,28509676,,,,,,,1017911,,,1178816,,209428,127144,,3618532,,,,,,1147422,,,1147422,,9048,9048,4775002,550537,316404,,,,,866941,,638646,,13709406,14348052,15214993,-10439991,-10439991,4775002,,,,,,,,,4741154,23775814,28516968,19029371,9487597,10235980,-748383,1166109,417726,,417726,0.345579,2044871,6155987,,
2019,698999,41321,BAPTIST HEALTH MED CTR ARKADELPHIA,3050 TWIN RIVERS,ARKADELPHIA,AR,71923-,CLARK,99904,R,CAH,1,2,1/1/2019,12/31/2019,133.71,,607,1695,718,4598,25,9125,329,314,324,1110,25,9,1171,718,3019,25,9125,329,314,324,1110,1505746,994206,1779496,1779496,9037253,12134821,280130,19706502,20357334,61370220,81727554,,,,,,,36310,,,9415877,-6931301,134287,,,3497005,174892,290444,8562085,396278,6207552,,,985469,4220411,,131532,131532,7848948,210204,-436,,,,-2191401,-1692828,,,,132676,132676,-1560152,9409100,9409100,7848948,,,,,,,,,20025414,62685785,82711199,59109774,23601425,23972409,-370984,1090031,719047,96280,622767,0.241124,2901920,15853509,,
2019,699013,224021,FULLER MEMORIAL HOSPITAL,200 MAY STREET,SOUTH ATTLEBORO,MA,2703,BRISTOL,39300,U,PH,4,4,1/1/2019,12/31/2019,278.9,,,9161,744,35686,103,37595,,566,38,2827,103,,9161,744,35686,103,37595,,566,38,2827,,,,,14812524,15012105,266089,23585370,44587900,15970178,60558078,,,,,,,-37192,,,2842609,,53543,147416,,3006376,355030,,3254557,,,1933874,,,2022031,,406707,406707,5435114,1415066,1550123,,,,8450,5568021,,,,,,5568021,-132907,-132907,5435114,,,,,,,,,44587900,15970178,60558078,24304357,36253721,29353001,6900720,344035,7244755,,7244755,,,,,
2019,699017,331314,SOLDIERS & SAILORS MEMORIAL HOSPITAL,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,40380,R,CAH,1,2,1/1/2019,12/31/2019,207.4,,,1176,101,2544,25,9125,,156,15,356,186,,484,9,1118,25,9125,,156,15,356,465495,660651,763146,1527532,15519953,13573627,1779027,25882491,27740039,24751332,52491371,,,,,,,1347000,,554000,3247000,,159000,463000,1051000,8836000,399000,1728000,25475000,,13384000,23372000,,,12838000,2062000,19825000,21320000,42994000,1062000,2025000,379000,,136000,1051000,4653000,,986000,,6121000,7107000,11760000,31234000,31234000,42994000,,,,,,,,,27739352,29945810,57685162,28288552,29396610,29801118,-404508,8417397,8012889,369805,7643084,0.493081,2599567,8231653,,
2019,699022,370114,ST. JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,46140,R,STH,1,1,10/1/2018,6/30/2019,2244.74,72.47,,41293,17064,111995,495,135135,,7679,2141,20753,495,,35299,9171,86222,394,107562,,7679,2141,20753,32176696,33118824,40329620,40329620,109681409,281771880,21607982,358635280,902876750,590147766,1493024516,21387191,,109681409,8656975,,,237062,,,306580992,-232812413,13436219,1897,,100033045,10082018,491274,175722696,582514,9861026,122631632,,,195766988,-723434470,4696500,-718737970,-422937937,14810076,12132697,1110213,,,57478384,85531370,,,,,,85531370,-508469307,-508469307,-422937937,,,81754496,,1422528,0.0696,27540958,4283854,902876817,590146715,1493023532,1065551516,427472016,391453289,36018727,12543715,48562442,,48562442,0.240207,22904610,131223716,,
2019,699024,371342,MCCURTAIN MEMORIAL HOSPITAL,1301 EAST LINCOLN ROAD,IDABEL,OK,74745-,MCCURTAIN,99937,R,CAH,1,2,7/1/2019,6/30/2020,139.52,,,2619,,4389,25,9150,,473,,1063,25,,1530,,2988,25,9150,,473,,1063,138765,7733134,2924238,3496901,7258258,10691477,1146686,14775114,9559188,31298072,40857260,,,,,,,4591739,,,8750574,-6366222,340246,227834,,4380963,37450,346481,3898932,17426,4381164,8010340,369493,,2165460,,,57284,6603707,3762966,,29725,244006,,453637,4550624,,1618403,,388800,2007203,6557827,45880,45880,6603707,,,,,,,,,9633679,32785970,42419649,29825401,12594248,17949735,-5355487,6681847,1326360,495,1325865,0.361628,1571708,8720536,,
2019,699037,461310,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,SAN JUAN COUNTY,99946,R,CAH,1,2,10/1/2018,9/30/2019,94.46,,,635,311,1319,11,4015,,141,109,388,11,,500,251,1042,11,4015,,141,109,388,10203,738971,221179,221179,5162720,8783164,985097,12458511,5921676,37715900,43637576,,,,,,,3811280,,,6413408,-2768284,75785,23888,,7567681,363000,,15645625,,2136790,6819755,,,10403405,985312,,985312,18956398,1937196,258024,,,,1000,2196220,,11550095,,,11550095,13746315,5210083,5210083,18956398,,,,,,,,,6425237,39311947,45737184,31913653,13823531,13945884,-122353,405177,282824,,282824,0.2855,3075406,5326732,,
2019,699052,41300,MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,72855-,LOGAN,99904,R,CAH,1,1,7/1/2019,6/30/2020,58.33,,,729,60,1345,16,5856,,103,21,198,16,,286,60,607,16,5856,,103,21,198,824231,785953,1174072,1387666,5439503,3692965,227680,9575487,4177732,17138426,21316158,,,,,,,8439,,,2001355,-842207,13796,5630,166983,1353996,55000,50998,648266,148325,815165,2495706,,,845602,,,,2199598,72203,76825,,,,-137741,11287,,,,,,11287,2188311,2188311,2199598,,,,,,,,,4259975,18709688,22969663,12274707,10694956,9132468,1562488,533318,2095806,,2095806,0.449213,1047838,2808093,,
2019,699069,104076,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DRIVE,ORLANDO,FL,32826,ORANGE,36740,U,PH,4,4,1/1/2019,12/31/2019,157.4,,,2067,,26709,112,40880,,258,,5427,112,,2067,,26709,112,40880,,258,,5427,,,,,8293545,12104654,864457,14243635,58755400,125240,58880640,,,,,,,-143032,,,5197957,-2210087,55749,,,2979246,1288139,,,15184802,,1452371,,,11029856,14053921,34165,14088086,28097188,127408,242083,280127,,,13681210,14330828,,15380000,,-3575212,11804788,26135616,1961572,1961572,28097188,,,,,,,,,60217305,125240,60342545,41265543,19077002,20398199,-1321197,61762,-1259435,,-1259435,,,,,
2019,699076,161320,COMMUNITY MEM. HOSPT.  SUMMER,909 WEST 1ST STREET,SUMNER,IA,50674-0148,BREMER,47940,U,CAH,1,2,1/1/2019,12/31/2019,74.07,,,595,,907,16,5840,,74,,105,16,,194,,270,16,5840,,74,,105,32758,227609,179214,584228,5095071,9510081,1399363,12807697,2490961,16267609,18758570,,,,,,,8699789,,,2309169,,250801,220408,154403,11790001,100421,2097137,13713947,,,7108344,,,10871676,3939856,1184667,5124523,27786200,923748,632352,,324916,,849724,2730740,15976044,,,,15976044,18706784,9079416,9079416,27786200,,,,,,,,,2573727,18704518,21278245,6889315,14388930,14805157,-416227,1160032,743805,,743805,0.682765,538235,1381513,,
2019,699119,454124,MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,TARRANT,23104,U,PH,4,4,1/1/2019,12/31/2019,194.91,,,1517,137,22022,72,26280,,184,24,3084,72,,1517,137,22022,72,26280,,184,24,3084,,,,,12833470,8965288,1039638,24113165,35238400,26794160,62032560,,,,,,,2123,,,5910447,-2194036,,137037,505430,4767161,2179755,,11520937,1903378,2067085,,514153,,13902254,,,,18669415,329399,670154,,,,986021,3326316,,,,,,3326316,15343099,15343099,18669415,,,,,,,,,35238400,26794160,62032560,37453138,24579422,21798758,2780664,89421,2870085,,2870085,,,,,
2019,699151,131304,POWER COUNTY HOSPITAL DISTRICT,510 ROOSEVELT,AMERICAN FALLS,ID,83211-,POWER,99913,R,CAH,1,11,10/1/2018,9/30/2019,62.61,,,445,21,527,10,3650,,34,,40,26,,106,9,147,10,3650,,34,,40,9643,383944,400976,782516,4811273,4135127,179005,7916204,2728676,5038047,7766723,,,,,,,252881,,,1145346,,163056,73757,1883675,4193285,,,,,,603118,,,603118,5738182,11725382,17463564,22259967,1255579,430231,48927,345900,2110,21775,3988197,,,,14446554,14446554,18434751,3825216,3825216,22259967,,,,,,,,,2728676,6087284,8815960,1192391,7623569,9330344,-1706775,2417133,710358,,710358,1.019246,267864,617926,,
2019,699214,61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER,EADS,CO,81036,KIOWA,99906,R,CAH,1,11,1/1/2019,12/31/2019,63.67,,,331,3648,6021,25,9125,,21,1,38,25,,69,4,115,25,9125,,21,1,38,40847,17323,57222,57222,3600773,4343982,239924,7504493,2273671,4465262,6738933,,,,,,,2409622,,,1780375,-574446,255412,25388,,4425995,,,2367828,155135,,3097708,,,2002873,774511,,774511,7203379,123334,256226,,,529644,214000,1123204,,,,,,1123204,6080175,6080175,7203379,,,,,,,,,2295615,5123271,7418886,94169,7324717,7944755,-620038,1021689,401651,,401651,1.113603,740176,1094355,,
2019,699224,104072,CENTRAL FLORIDA BEHAVIORAL HEALTH,6601 CENTRAL FLORIDA PARKWAY,ORLANDO,FL,32821,ORANGE,36740,U,PH,4,4,1/1/2019,12/31/2019,285.58,,,6235,,49049,174,63510,,644,,9108,174,,6235,,49049,174,63510,,644,,9108,,,,,14847839,19753273,2605572,26028910,109486960,8895321,118382281,,,,,,,22410,,,12864826,-8539398,122490,48659,,4788291,4400000,,,50849667,,5116863,,,42445478,,18269,18269,47252038,630984,444214,560278,,,660216,2295692,,,,10902448,10902448,13198140,34053898,34053898,47252038,,,,,,,,,113204980,8895321,122100301,82650092,39450209,34601112,4849097,67372,4916469,,4916469,,,,,
2019,699268,241302,SANFORD MEDICAL CENTER WESTBROOK,920 BELL AVENUE,WESTBROOK,MN,56183-,COTTONWOOD,99924,R,CAH,1,2,1/1/2019,12/31/2019,35.41,,,275,1,410,8,2920,,40,1,68,8,,135,1,215,8,2920,,40,1,68,156320,176287,283064,643879,2929288,4643836,297963,7341224,1092844,8870220,9963064,,,,,,,15951,,,746744,,148110,2177,,912982,,,,,181854,1476915,6480,,464106,,,,1377088,18427,10440,,118984,,18980,166831,,380087,,,380087,546918,830170,830170,1377088,,,,,,,,,1330962,8798717,10129679,3184671,6945008,7713124,-768116,654884,-113232,,-113232,0.736844,225366,795529,,
2019,699295,372019,SOLARA HOSPITAL SHAWNEE,1900 GORDON COOPER  2ND FLOOR,SHAWNEE,OK,74801,POTTAWATOMIE,99937,R,LTCH,2,4,9/1/2019,8/31/2020,95.58,,,5579,323,7289,34,12444,,233,20,310,34,,5579,323,7289,34,12444,,233,20,310,,,,,4844133,5834421,154896,11310682,70367489,36973,70404462,,,,,,,53323,,,62876,-132958,125930,1833,,111004,,,,20818,242377,1538712,361149,,649201,,-362,-362,759843,709087,3519574,127737,,,-20103,-12346553,,,,,,-12346553,13106396,13106396,759843,,,,,,,,,70369538,34924,70404462,58329381,12075081,10678554,1396527,35168,1431695,,1431695,,,,,
2019,699342,454108,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,HARRIS,26420,U,PH,4,4,1/1/2019,12/31/2019,222.23,,,3620,313,37185,128,46720,,313,31,4229,128,,3620,313,37185,128,46720,,313,31,4229,,,,,13074340,10754928,740553,21144464,75174150,8031865,83206015,,,,,,,-21782,,,2183048,,99856,41716,,2302838,903079,,9985557,,,1696313,,,9562049,,29620613,29620613,41485500,284150,472813,,,,,-5697725,,,,,,-5697725,47183225,47183225,41485500,,,,,,,,,75174150,8031865,83206015,54683166,28522849,23829268,4693581,24431,4718012,,4718012,,,,,
2019,699390,171331,KIOWA DISTRICT HOSPITAL,1002 S. 4TH STREET,KIOWA,KS,67070-0184,BARBER,99917,R,CAH,1,11,1/1/2019,12/31/2019,42.73,,,1065,,1225,10,3650,,72,,83,10,,223,,257,10,3650,,72,,83,26236,99041,159956,336901,2977194,4506119,570833,7360110,2164697,2881315,5046012,,,,,,,610414,,,859635,-197125,197096,-1,-1,6605003,38867,81521,6607642,,1669391,2419800,,,6561278,,,,13166281,92814,224791,19890,184637,1003933,59528,1585593,,2428663,,,2428663,4014256,9152025,9152025,13166281,,,,,,,,,2224131,3188917,5413048,-1075644,6488692,7483313,-994621,1076319,81698,,81698,1.458599,128652,209514,,
2019,699404,241351,CARRIS HEALTH-REDWOOD LLC,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283,REDWOOD,99924,R,CAH,1,2,1/1/2019,6/30/2019,138.51,,,513,42,963,25,4525,,130,11,268,29,,388,14,708,25,4525,,130,11,268,8553,408179,232429,549152,5197032,7828651,643031,11664547,4769410,16497835,21267245,,,,,,,1486545,,346937,6276413,,474091,243145,,9042320,,,2923291,,,2643773,,,10357799,17099676,49169528,66269204,85669323,686586,3002423,29167,,,,4461356,,,,54133263,54133263,58594619,27074704,27074704,85669323,,,,,,,,,5281619,17390741,22672360,8623917,14048443,13025683,1022760,295320,1318080,28,1318052,0.548475,1323542,2990592,,
2019,699406,261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,64085-0389,RAY,28140,R,CAH,1,9,11/1/2018,10/31/2019,193.78,,,2201,87,3223,25,9125,,304,45,540,25,,1040,87,1759,25,9125,,304,45,540,231499,2917768,1738191,2053313,11634909,15175853,1809361,24833160,10239765,37332563,47572328,,,,,,,2068747,82933,,5830490,-1851000,591585,143890,,7488468,30624,4518743,22636313,,,8410465,,382602,14704266,12472459,,12472459,34665193,577095,2404348,,16683,,10000,3008126,,,,,,3008126,31657067,31657067,34665193,,,,,,,,,10362939,42165451,52528390,25761376,26767014,26810762,-43748,1224338,1180590,2917768,-1737178,0.522009,719400,1981808,,
2019,699427,521339,ASCENSION GOOD SAMARITAN HOSPITAL,601 CENTER AVE. SOUTH,MERRILL,WI,54452-,LINCOLN,99952,R,CAH,1,1,7/1/2019,6/30/2020,59.4,,,429,20,882,12,4392,,121,8,289,12,,365,20,812,12,4392,,121,8,289,443757,1992775,1326889,1968792,4763394,10130734,1182983,13610910,3051890,26662678,29714568,,,,,,,620,,,6095686,-3771901,175728,,145373,2831928,1250000,209117,8142206,,707826,4431567,,,6454685,85613,,85613,9372226,143882,463397,69940,,,3838725,7111055,,,,511388,511388,7622443,1664170,1749783,9372226,,,,,,,,,3051890,29885750,32937640,17430304,15507336,19256288,-3748952,1641325,-2107627,10800,-2118427,0.458055,1881333,5508588,,
2019,699430,44004,VANTAGE POINT,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,,22220,U,PH,4,4,1/1/2019,12/31/2019,215.1,,,4876,3880,21026,70,25550,,430,466,2617,114,,4876,3880,21026,70,25550,,430,466,2617,,,,,11711836,10418009,921366,18160599,47405580,531600,47937180,,,,,,,-155875,,,2293248,,,108402,100500,2050404,2770000,166606,5450000,4772035,,2357960,,,9905176,,337655,337655,12293235,2395459,1016173,,,,-1082629,2329003,,207366,,-23100906,-22893540,-20564537,32857772,32857772,12293235,,,,,,,,,47405580,1694584,49100164,25627724,23472440,22129845,1342595,3598764,4941359,,4941359,,,,,
2019,699443,194091,OCEANS BEHAVIORAL HOSPITAL OF KENTWO,921 AVENUE G,KENTWOOD,LA,70444,TANGIPAHOA PARISH,25220,R,PH,4,4,1/1/2019,12/31/2019,50.99,,,4943,342,6260,20,7300,,412,51,607,20,,4943,342,6260,20,7300,,412,51,607,,,,,2328443,1951444,79133,4490261,9080523,937325,10017848,,,,,,,,,,688287,,,,25357,8165669,,,,,620017,,,,299797,,14373,14373,8479839,164998,110995,,,,101474,377467,,,,57502,57502,434969,8044870,8044870,8479839,,,,,,,,,9080523,937325,10017848,4275445,5742403,4279887,1462516,-160537,1301979,,1301979,,,,,
2019,699454,394016,WARREN STATE HOSPITAL,33 MAIN DRIVE,WARREN,PA,16365,WARREN,99939,R,PH,4,10,7/1/2019,6/30/2020,376.6,,,340,7901,49486,152,55632,,8,6,87,152,,340,7901,49486,152,55632,,8,6,87,,,99752,99752,21778528,26462439,473770,47822466,49288056,,49288056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48240967,-48240967,,-48240967,,-48240967,,,,,
2019,699490,241343,GRANITE FALLS HOSPITAL,345 TENTH AVENUE,GRANITE FALLS,MN,56241-,YELLOW MEDICINE,99924,R,CAH,1,8,1/1/2019,12/31/2019,146.18,,,667,15,1128,25,9125,,100,4,231,73,,276,6,574,25,9125,,100,4,231,28342,593778,357079,1939640,10828087,17385766,1610623,22573120,10213228,30559189,40772417,,,,,,,3366566,,,5039347,,709303,399707,,9514923,,1610997,21797925,,,8705600,,,15074575,458271,1432749,2581729,27171227,1146218,1218940,,259219,3278,323564,2951219,,10762918,,9677915,20440833,23392052,3779175,3779175,27171227,,,,,,,,,10091327,36748906,46840233,21058660,25781573,28213853,-2432280,1780364,-651916,,-651916,0.553637,2713774,7760202,,
2019,699492,271319,RUBY VALLEY HOSPITAL,321 MADISON STREET,SHERIDAN,MT,59749-,MADISON,99927,R,CAH,1,2,11/1/2018,10/31/2019,42.47,,,725,14,1144,7,2555,,70,11,95,7,,243,14,323,7,2555,,70,11,95,90136,279583,376961,457865,4245828,4316124,1044446,8287240,1937165,5944761,7881926,,,,,,,468596,349495,,2082644,-501191,117780,63121,,3003168,435468,,12515970,,,3597487,,,14345033,77451,,77451,17425652,351997,440627,4608,13270,,,888510,9798314,1735825,,,11534139,12422649,5003003,5003003,17425652,,,,,,,,,1859560,6164305,8023865,538310,7485555,8561952,-1076397,1697751,621354,,621354,1.051423,509790,622507,,23083
